merger,error_of_value,error_thermal,error_renewable,error_nsp,error_1_to_2,error_1_to_3,error_2_to_1,error_2_to_3,error_3_to_1,error_3_to_2,rel_error_of_value,rel_error_thermal,rel_error_renewable,rel_error_nsp,rel_error_1_to_2,rel_error_1_to_3,rel_error_2_to_1,rel_error_2_to_3,rel_error_3_to_1,rel_error_3_to_2
"['1', '2', '3+4+5+6', '7+8']",855148606.8657725,-122134.24659399316,-49512.13106900058,171646.37766300014,0.0,0.0,14280.753405990545,0.0,-185927.13106900046,136414.99999999953,0.9307812155313036,-0.05194418341094997,-0.0403287003247661,1.0,0.0,0.0,0.0051959468729727565,0.0,-0.22386486799530525,0.34345745508847814
"['1', '2', '3+4+5+6+7', '8']",855144113.8657725,-122134.24659399409,-49512.13106900058,171646.37766300014,0.0,0.0,-30649.246594010387,0.0,-140997.13106900023,91484.99999999953,0.9307763251532245,-0.05194418341095042,-0.0403287003247661,1.0,0.0,0.0,-0.011151502478315756,0.0,-0.16976706924372698,0.23033541237231514
"['1', '2', '3+4+5+6+7+8']",855151215.8657725,-122134.24659399316,-49512.13106900058,171646.37766300014,0.0,0.0,40370.75340599008,0.0,-212017.13106900034,162504.99999999948,0.9307840552812275,-0.05194418341094997,-0.0403287003247661,1.0,0.0,0.0,0.014688601081187747,0.0,-0.2552784350869739,0.4091452826973071
"['1', '2', '3+4+5+6+8', '7']",785922167.1740704,-115432.43753599375,-42332.13106900081,157764.56860500015,0.0,0.0,9322.562463989947,0.0,-167087.13106900046,124754.99999999948,0.8554321251324919,-0.049093877222456284,-0.034480435221244665,0.9191255344446903,0.0,0.0,0.003391945642205574,0.0,-0.20118063633539585,0.3141006107067629
"['1', '2', '3+4+5+7', '6', '8']",260599952.53199565,-2652.0747589934617,-49512.13106900058,52164.20582800005,0.0,0.0,-39392.074759010226,0.0,-12772.131069000228,-36740.000000000524,0.2836484075839749,-0.0011279379989026506,-0.0403287003247661,0.30390507820920065,0.0,0.0,-0.014332516068664036,0.0,-0.015378236728234018,-0.09250175493861312
"['1', '2', '3+4+5+7', '6+8']",855131291.3657725,-122134.24659399362,-49512.13106900081,171646.37766300014,0.0,0.0,-158874.2465940104,0.0,-12772.131069000345,-36740.000000000524,0.9307623685823545,-0.051944183410950195,-0.04032870032476632,1.0,0.0,0.0,-0.057805223668364825,0.0,-0.015378236728234018,-0.09250175493861312
"['1', '2', '3+4+5+7+8', '6']",260619877.03199565,-2652.0747589934617,-49512.13106900058,52164.20582800005,0.0,0.0,159852.92524099024,0.0,-212017.13106900023,162504.99999999948,0.28367009428284795,-0.0011279379989026506,-0.0403287003247661,0.30390507820920065,0.0,0.0,0.058161308680888646,0.0,-0.2552784350869737,0.4091452826973071
"['1', '2', '3+4+5+8', '6', '7']",191390828.34029353,4049.734299006872,-42332.13106900058,38282.39677000005,0.0,0.0,128804.73429899011,0.0,-167087.13106900034,124754.99999999948,0.2083181641341123,0.0017223681895915943,-0.03448043522124444,0.2230306126538909,0.0,0.0,0.04686465324190647,0.0,-0.20118063633539585,0.3141006107067629
"['1', '2', '3+4+5+8', '6+7']",415112570.34029365,-33700.26570099313,-49512.13106900058,83212.3967700001,0.0,0.0,128804.73429899011,0.0,-212017.13106900034,162504.99999999948,0.4518267114060911,-0.01433285774783033,-0.0403287003247661,0.4847897048743677,0.0,0.0,0.04686465324190647,0.0,-0.2552784350869739,0.4091452826973071
"['1', '2', '3+4+6', '5', '7', '8']",595426488.5862274,-77150.04076599376,-42332.13106900058,119482.17183500016,0.0,0.0,-15400.04076601006,0.0,-104082.13106900023,61749.999999999476,0.6480882812135785,-0.03281222081004875,-0.03448043522124444,0.6960949217907998,0.0,0.0,-0.0056031913294039,0.0,-0.12531970131774206,0.1554704237196307
"['1', '2', '3+4+6', '5', '7+8']",664655537.2779297,-83851.84982399363,-49512.13106900081,133363.98089300015,0.0,0.0,15648.150175990071,0.0,-149012.13106900046,99499.99999999948,0.7234402113623142,-0.03566252699854289,-0.04032870032476632,0.7769693873461095,0.0,0.0,0.005693464109578161,0.0,-0.17941750006932033,0.25051509571017494
"['1', '2', '3+4+6', '5+7', '8']",595576550.5862275,-69970.04076599376,-49512.13106900058,119482.17183500019,0.0,0.0,-15400.04076601006,0.0,-104082.13106900023,54569.999999999476,0.6482516152699562,-0.02975853810195095,-0.0403287003247661,0.6960949217907999,0.0,0.0,-0.0056031913294039,0.0,-0.12531970131774206,0.13739305299401194
"['1', '2', '3+4+6', '5+7+8']",855151215.8657725,-122134.24659399362,-49512.13106900058,171646.37766300014,0.0,0.0,40370.75340599008,0.0,-212017.13106900034,162504.99999999948,0.9307840552812275,-0.051944183410950195,-0.0403287003247661,1.0,0.0,0.0,0.014688601081187747,0.0,-0.2552784350869739,0.4091452826973071
"['1', '2', '3+4+6', '5+8', '7']",785922167.1740704,-115432.43753599375,-42332.13106900058,157764.56860500015,0.0,0.0,9322.562463989947,0.0,-167087.13106900034,124754.99999999948,0.8554321251324919,-0.049093877222456284,-0.03448043522124444,0.9191255344446903,0.0,0.0,0.003391945642205574,0.0,-0.20118063633539585,0.3141006107067629
"['1', '2', '3+4+6+7', '5', '8']",664654735.7779295,-83851.84982399363,-49512.13106900058,133363.98089300015,0.0,0.0,7633.150175990071,0.0,-140997.13106900023,91484.99999999948,0.7234393389745932,-0.03566252699854289,-0.0403287003247661,0.7769693873461095,0.0,0.0,0.002777265432734821,0.0,-0.16976706924372698,0.23033541237231503
"['1', '2', '3+4+6+7', '5+8']",855150414.3657725,-122134.24659399362,-49512.13106900058,171646.37766300014,0.0,0.0,32355.753405989613,0.0,-204002.13106900034,154489.9999999995,0.9307831828935066,-0.051944183410950195,-0.0403287003247661,1.0,0.0,0.0,0.011772402404344073,0.0,-0.24562800426138076,0.3889655993594473
"['1', '2', '3+4+6+7+8', '5']",664655537.2779297,-83851.84982399317,-49512.13106900058,133363.98089300015,0.0,0.0,15648.150175990071,0.0,-149012.13106900034,99499.99999999948,0.7234402113623142,-0.035662526998542665,-0.0403287003247661,0.7769693873461095,0.0,0.0,0.005693464109578161,0.0,-0.1794175000693201,0.25051509571017494
"['1', '2', '3+4+6+8', '5', '7']",595426488.5862274,-77150.0407659933,-42332.13106900058,119482.17183500016,0.0,0.0,-15400.04076601006,0.0,-104082.13106900011,61749.999999999476,0.6480882812135784,-0.03281222081004853,-0.03448043522124444,0.6960949217907998,0.0,0.0,-0.0056031913294039,0.0,-0.12531970131774184,0.1554704237196307
"['1', '2', '3+4+6+8', '5+7']",595576550.5862275,-69970.0407659933,-49512.13106900058,119482.17183500019,0.0,0.0,-15400.04076601006,0.0,-104082.13106900011,54569.999999999476,0.6482516152699562,-0.02975853810195095,-0.0403287003247661,0.6960949217907999,0.0,0.0,-0.0056031913294039,0.0,-0.12531970131774184,0.13739305299401194
"['1', '2', '3+4+7', '5', '6', '8']",70110574.44415283,35630.32201100653,-49512.13106900058,13881.809058000072,0.0,0.0,-1109.6779890102334,0.0,-12772.131069000228,-36740.000000000524,0.07631142140534364,0.01515371841350488,-0.0403287003247661,0.0808744655553102,0.0,0.0,-0.00040374815761379246,0.0,-0.015378236728234018,-0.09250175493861312
"['1', '2', '3+4+7', '5', '6+8']",664641913.2779295,-83851.84982399363,-49512.13106900081,133363.98089300015,0.0,0.0,-120591.8498240104,0.0,-12772.131069000345,-36740.000000000524,0.7234253824037231,-0.03566252699854289,-0.04032870032476632,0.7769693873461095,0.0,0.0,-0.04387645575731458,0.0,-0.015378236728234018,-0.09250175493861312
"['1', '2', '3+4+7', '5+6', '8']",383623454.4441538,-27374.67798899347,-49512.13106900058,76886.80905800029,0.0,0.0,-1109.6779890102334,0.0,-75777.13106900023,26264.999999999476,0.41755257784088773,-0.011642560002051994,-0.0403287003247661,0.44793726558538327,0.0,0.0,-0.00040374815761379246,0.0,-0.09123917174588758,0.06612843204851904
"['1', '2', '3+4+7', '5+6+8']",855137591.8657725,-122134.24659399362,-49512.13106900058,171646.37766300014,0.0,0.0,-95869.24659401039,0.0,-75777.13106900034,26264.999999999476,0.9307692263226365,-0.051944183410950195,-0.0403287003247661,1.0,0.0,0.0,-0.03488131878570511,0.0,-0.0912391717458878,0.06612843204851904
"['1', '2', '3+4+7', '5+8', '6']",260606253.03199565,-2652.0747589934617,-49512.13106900058,52164.20582800005,0.0,0.0,23612.925240989774,0.0,-75777.13106900034,26264.999999999476,0.2836552653242569,-0.0011279379989026506,-0.0403287003247661,0.30390507820920065,0.0,0.0,0.008591388813995793,0.0,-0.0912391717458878,0.06612843204851904
"['1', '2', '3+4+7+8', '5', '6']",70124198.44415283,35630.32201100653,-49512.13106900081,13881.809058000072,0.0,0.0,135130.32201098977,0.0,-149012.13106900034,99499.99999999948,0.0763262503639347,0.01515371841350488,-0.04032870032476632,0.0808744655553102,0.0,0.0,0.04916617170927895,0.0,-0.1794175000693201,0.25051509571017494
"['1', '2', '3+4+7+8', '5+6']",383637078.4441538,-27374.67798899347,-49512.13106900081,76886.80905800029,0.0,0.0,135130.32201098977,0.0,-212017.13106900034,162504.99999999948,0.4175674067994787,-0.011642560002051994,-0.04032870032476632,0.44793726558538327,0.0,0.0,0.04916617170927895,0.0,-0.2552784350869739,0.4091452826973071
"['1', '2', '3+4+8', '5', '6', '7']",895149.7524507046,42332.1310690064,-42332.13106900058,8.731149137020111e-11,0.0,0.0,104082.13106898963,0.0,-104082.13106900034,61749.999999999476,0.0009743202151990538,0.01800402460199879,-0.03448043522124444,5.551115123125783e-16,0.0,0.0,0.03786951627029678,0.0,-0.12531970131774206,0.1554704237196307
"['1', '2', '3+4+8', '5', '6+7']",224616891.7524507,4582.131069006398,-49512.13106900058,44930.00000000012,0.0,0.0,104082.13106898963,0.0,-149012.13106900034,99499.99999999948,0.24448286748717774,0.0019487986645768673,-0.0403287003247661,0.2617590922204772,0.0,0.0,0.03786951627029678,0.0,-0.1794175000693201,0.25051509571017494
"['1', '2', '3+4+8', '5+6', '7']",314408029.75245166,-20672.8689309936,-42332.13106900058,63005.00000000029,0.0,0.0,104082.13106898963,0.0,-167087.13106900034,124754.99999999948,0.34221547665074303,-0.00879225381355786,-0.03448043522124444,0.3670628000300735,0.0,0.0,0.03786951627029678,0.0,-0.20118063633539585,0.3141006107067629
"['1', '2', '3+4+8', '5+6+7']",538129771.752451,-58422.8689309936,-49512.13106900081,107935.00000000017,0.0,0.0,104082.13106898963,0.0,-212017.13106900034,162504.99999999948,0.585724023922721,-0.024847479750979895,-0.04032870032476632,0.6288218922505494,0.0,0.0,0.03786951627029678,0.0,-0.2552784350869739,0.4091452826973071
"['1', '2', '3+4+8', '5+7', '6']",1045211.7524507046,49512.1310690064,-49512.13106900058,8.731149137020111e-11,0.0,0.0,104082.13106898963,0.0,-104082.13106900034,54569.999999999476,0.001137654271576638,0.021057707310096596,-0.0403287003247661,5.551115123125783e-16,0.0,0.0,0.03786951627029678,0.0,-0.12531970131774206,0.13739305299401194
"['1', '2', '3+5', '4', '6', '7', '8']",191134524.34029353,-7475.265700993594,-30807.131069000578,38282.39677000005,0.0,0.0,-25510.265701009892,0.0,-12772.131069000228,-18035.000000000524,0.2080391916295088,-0.003179260391303673,-0.025093073756329964,0.2230306126538909,0.0,0.0,-0.009281722156357919,0.0,-0.015378236728234018,-0.04540743468475528
"['1', '2', '3+5', '4', '6', '7+8']",260363573.03199565,-14177.074758993462,-37987.13106900081,52164.20582800005,0.0,0.0,5537.92524099024,0.0,-57702.13106900046,19714.999999999476,0.28339112177824444,-0.006029566579797585,-0.03094133885985184,0.30390507820920065,0.0,0.0,0.002014933282624254,0.0,-0.06947603547981229,0.04963723730578884
"['1', '2', '3+5', '4', '6+7', '8']",414856266.34029365,-45225.265700993594,-37987.13106900058,83212.3967700001,0.0,0.0,-25510.265701009892,0.0,-57702.13106900023,19714.999999999476,0.4515477389014877,-0.019234486328725486,-0.03094133885985162,0.4847897048743677,0.0,0.0,-0.009281722156357919,0.0,-0.06947603547981207,0.04963723730578884
"['1', '2', '3+5', '4', '6+7+8']",854894911.8657725,-133659.24659399316,-37987.13106900104,171646.37766300014,0.0,0.0,-113944.24659400946,0.0,-57702.13106900058,19714.999999999476,0.930505082776624,-0.05684581199184513,-0.030941338859852063,1.0,0.0,0.0,-0.041457774317076534,0.0,-0.06947603547981251,0.04963723730578884
"['1', '2', '3+5', '4', '6+8', '7']",785665863.1740704,-126957.43753599375,-30807.13106900081,157764.56860500015,0.0,0.0,-144992.43753601005,0.0,-12772.131069000345,-18035.000000000524,0.8551531526278884,-0.05399550580335122,-0.025093073756330186,0.9191255344446903,0.0,0.0,-0.05275442975605893,0.0,-0.015378236728234018,-0.04540743468475528
"['1', '2', '3+5', '4+6', '7', '8']",701788235.3401631,-98525.78188899346,-42332.13106900058,140857.91295800015,0.0,0.0,-54810.781889009755,0.0,-86047.13106900023,43714.999999999476,0.7638570670536288,-0.04190340897719058,-0.03448043522124444,0.8206285205421104,0.0,0.0,-0.01994249901702827,0.0,-0.10360472690232436,0.11006298903487666
"['1', '2', '3+5', '4+6', '7+8']",771017284.0318652,-105227.59094699286,-49512.13106900058,154739.72201600016,0.0,0.0,-23762.590947009623,0.0,-130977.13106900046,81464.99999999948,0.8392089972023644,-0.04475371516568427,-0.0403287003247661,0.9015029860974202,0.0,0.0,-0.00864584357804632,0.0,-0.15770252565390286,0.20510766102542088
"['1', '2', '3+5', '4+6+7', '8']",855143111.8657725,-122134.24659399316,-49512.13106900058,171646.37766300014,0.0,0.0,-40669.24659400992,0.0,-130977.13106900023,81464.99999999948,0.9307752345325178,-0.05194418341094997,-0.0403287003247661,1.0,0.0,0.0,-0.014797205627656851,0.0,-0.15770252565390241,0.20510766102542088
"['1', '2', '3+5', '4+6+7+8']",855143111.8657725,-122134.24659399362,-49512.13106900058,171646.37766300014,0.0,0.0,-40669.24659400992,0.0,-130977.13106900034,81464.99999999948,0.9307752345325178,-0.051944183410950195,-0.0403287003247661,1.0,0.0,0.0,-0.014797205627656851,0.0,-0.15770252565390264,0.20510766102542088
"['1', '2', '3+5', '4+6+8', '7']",785914063.1740704,-115432.43753599375,-42332.13106900058,157764.56860500015,0.0,0.0,-71717.43753601005,0.0,-86047.13106900011,43714.999999999476,0.8554233043837821,-0.049093877222456284,-0.03448043522124444,0.9191255344446903,0.0,0.0,-0.026093861066639024,0.0,-0.10360472690232436,0.11006298903487666
"['1', '2', '3+5', '4+7', '6', '8']",260209018.03199565,-21357.07475899346,-30807.131069000578,52164.20582800005,0.0,0.0,-39392.07475900976,0.0,-12772.131069000228,-18035.000000000524,0.2832228973437878,-0.00908324928789539,-0.025093073756329964,0.30390507820920065,0.0,0.0,-0.014332516068663814,0.0,-0.015378236728234018,-0.04540743468475528
"['1', '2', '3+5', '4+7', '6+8']",854740356.8657725,-140839.24659399362,-30807.13106900081,171646.37766300014,0.0,0.0,-158874.2465940104,0.0,-12772.131069000345,-18035.000000000524,0.9303368583421674,-0.059899494699942935,-0.025093073756330186,1.0,0.0,0.0,-0.057805223668364825,0.0,-0.015378236728234018,-0.04540743468475528
"['1', '2', '3+5', '4+7+8', '6']",260611773.03199565,-2652.0747589934617,-49512.13106900058,52164.20582800005,0.0,0.0,78812.92524099024,0.0,-130977.13106900034,81464.99999999948,0.28366127353413817,-0.0011279379989026506,-0.0403287003247661,0.30390507820920065,0.0,0.0,0.02867550197204405,0.0,-0.15770252565390264,0.20510766102542088
"['1', '2', '3+5', '4+8', '6', '7']",191382724.34029353,4049.734299006872,-42332.13106900058,38282.39677000005,0.0,0.0,47764.734298990574,0.0,-86047.13106900034,43714.999999999476,0.20830934338540252,0.0017223681895915943,-0.03448043522124444,0.2230306126538909,0.0,0.0,0.017378846533062098,0.0,-0.10360472690232458,0.11006298903487666
"['1', '2', '3+5', '4+8', '6+7']",415104466.34029365,-33700.26570099313,-49512.13106900058,83212.3967700001,0.0,0.0,47764.734298990574,0.0,-130977.13106900034,81464.99999999948,0.4518178906573814,-0.01433285774783033,-0.0403287003247661,0.4847897048743677,0.0,0.0,0.017378846533062098,0.0,-0.15770252565390264,0.20510766102542088
"['1', '2', '3+5+6', '4', '7', '8']",785673967.1740704,-126957.43753599375,-30807.131069000578,157764.56860500015,0.0,0.0,-63952.43753601005,0.0,-93812.13106900023,63004.999999999476,0.855161973376598,-0.05399550580335122,-0.025093073756329964,0.9191255344446903,0.0,0.0,-0.023268623047214332,0.0,-0.11295414616130506,0.15863018698713083
"['1', '2', '3+5+6', '4', '7+8']",854903015.8657725,-133659.24659399316,-37987.13106900058,171646.37766300014,0.0,0.0,-32904.246594009455,0.0,-138742.13106900046,100754.99999999948,0.9305139035253338,-0.05684581199184513,-0.03094133885985162,1.0,0.0,0.0,-0.011971967608231937,0.0,-0.16705194491288355,0.25367485897767517
"['1', '2', '3+5+6', '4+7', '8']",854748460.8657725,-140839.24659399362,-30807.131069000578,171646.37766300014,0.0,0.0,-77834.24659401039,0.0,-93812.13106900023,63004.999999999476,0.9303456790908771,-0.059899494699942935,-0.025093073756329964,1.0,0.0,0.0,-0.02831941695952045,0.0,-0.11295414616130506,0.15863018698713083
"['1', '2', '3+5+6', '4+7+8']",855151215.8657725,-122134.24659399316,-49512.13106900058,171646.37766300014,0.0,0.0,40370.75340599008,0.0,-212017.13106900034,162504.99999999948,0.9307840552812275,-0.05194418341094997,-0.0403287003247661,1.0,0.0,0.0,0.014688601081187747,0.0,-0.2552784350869739,0.4091452826973071
"['1', '2', '3+5+6', '4+8', '7']",785922167.1740704,-115432.43753599329,-42332.13106900058,157764.56860500015,0.0,0.0,9322.562463989947,0.0,-167087.13106900034,124754.99999999948,0.8554321251324919,-0.04909387722245606,-0.03448043522124444,0.9191255344446903,0.0,0.0,0.003391945642205574,0.0,-0.20118063633539585,0.3141006107067629
"['1', '2', '3+5+6+7', '4', '8']",854903015.8657725,-133659.24659399316,-37987.13106900081,171646.37766300014,0.0,0.0,-32904.246594009455,0.0,-138742.13106900023,100754.99999999948,0.9305139035253338,-0.05684581199184513,-0.03094133885985184,1.0,0.0,0.0,-0.011971967608231937,0.0,-0.16705194491288333,0.25367485897767517
"['1', '2', '3+5+6+7', '4+8']",855151215.8657725,-122134.24659399316,-49512.13106900081,171646.37766300014,0.0,0.0,40370.753405990545,0.0,-212017.13106900034,162504.99999999948,0.9307840552812275,-0.05194418341094997,-0.04032870032476632,1.0,0.0,0.0,0.014688601081187858,0.0,-0.2552784350869739,0.4091452826973071
"['1', '2', '3+5+6+7+8', '4']",854903015.8657725,-133659.2465939941,-37987.13106900058,171646.37766300014,0.0,0.0,-32904.24659401085,0.0,-138742.13106900023,100754.99999999948,0.9305139035253338,-0.056845811991845574,-0.03094133885985162,1.0,0.0,0.0,-0.011971967608232381,0.0,-0.16705194491288333,0.25367485897767517
"['1', '2', '3+5+6+8', '4', '7']",785673967.1740704,-126957.43753599329,-30807.131069000578,157764.56860500015,0.0,0.0,-63952.43753601005,0.0,-93812.13106900034,63004.999999999476,0.855161973376598,-0.053995505803350996,-0.025093073756329964,0.9191255344446903,0.0,0.0,-0.023268623047214332,0.0,-0.11295414616130528,0.15863018698713083
"['1', '2', '3+5+6+8', '4+7']",854748460.8657725,-140839.24659399316,-30807.131069000578,171646.37766300014,0.0,0.0,-77834.24659400992,0.0,-93812.13106900034,63004.999999999476,0.9303456790908771,-0.05989949469994271,-0.025093073756329964,1.0,0.0,0.0,-0.028319416959520227,0.0,-0.11295414616130528,0.15863018698713083
"['1', '2', '3+5+7', '4', '6', '8']",260359080.03199565,-14177.074758993462,-37987.13106900058,52164.20582800005,0.0,0.0,-39392.07475900976,0.0,-12772.131069000228,-25215.000000000582,0.2833862314001654,-0.006029566579797585,-0.03094133885985162,0.30390507820920065,0.0,0.0,-0.014332516068663814,0.0,-0.015378236728234018,-0.06348480541037427
"['1', '2', '3+5+7', '4', '6+8']",854890418.8657725,-133659.24659399362,-37987.13106900081,171646.37766300014,0.0,0.0,-158874.2465940104,0.0,-12772.131069000345,-25215.000000000582,0.930500192398545,-0.05684581199184535,-0.03094133885985184,1.0,0.0,0.0,-0.057805223668364825,0.0,-0.015378236728234018,-0.06348480541037427
"['1', '2', '3+5+7', '4+6', '8']",771012791.0318652,-105227.59094699379,-49512.13106900058,154739.72201600016,0.0,0.0,-68692.59094701009,0.0,-86047.13106900023,36534.99999999942,0.8392041068242854,-0.044753715165684715,-0.0403287003247661,0.9015029860974202,0.0,0.0,-0.024993292929334388,0.0,-0.10360472690232436,0.09198561830925767
"['1', '2', '3+5+7', '4+6+8']",855138618.8657725,-122134.24659399409,-49512.13106900058,171646.37766300014,0.0,0.0,-85599.24659401039,0.0,-86047.13106900011,36534.99999999942,0.9307703441544387,-0.05194418341095042,-0.0403287003247661,1.0,0.0,0.0,-0.03114465497894514,0.0,-0.10360472690232436,0.09198561830925767
"['1', '2', '3+5+7', '4+8', '6']",260607280.03199565,-2652.0747589934617,-49512.13106900058,52164.20582800005,0.0,0.0,33882.92524099024,0.0,-86047.13106900034,36534.99999999942,0.2836563831560591,-0.0011279379989026506,-0.0403287003247661,0.30390507820920065,0.0,0.0,0.01232805262075598,0.0,-0.10360472690232458,0.09198561830925767
